ensembl_gene_id,entrezgene,hgnc_symbol,gene_biotype,wikigene_description
ENSG00000227417,NA,,processed_pseudogene,
ENSG00000258465,NA,,protein_coding,
ENSG00000253374,NA,,antisense,
ENSG00000248027,100128386,,antisense,uncharacterized LOC100128386
ENSG00000112578,705,BYSL,protein_coding,bystin like
ENSG00000232849,NA,LINC00363,lincRNA,
ENSG00000242950,30816,ERVW-1,protein_coding,endogenous retrovirus group W member 1
ENSG00000223638,342931,RFPL4A,protein_coding,ret finger protein like 4A
ENSG00000101493,9658,ZNF516,protein_coding,zinc finger protein 516
ENSG00000278957,NA,,TEC,
ENSG00000253539,NA,,antisense,
ENSG00000268278,NA,,unprocessed_pseudogene,
ENSG00000283406,26220,,processed_transcript,DiGeorge syndrome critical region gene 5 (non-protein coding)
ENSG00000179958,79077,DCTPP1,protein_coding,dCTP pyrophosphatase 1
ENSG00000280395,NA,,sense_overlapping,
ENSG00000259439,NA,,lincRNA,
ENSG00000267119,NA,,processed_pseudogene,
ENSG00000255035,NA,SDHCP4,processed_pseudogene,
ENSG00000159263,6493,SIM2,protein_coding,single-minded family bHLH transcription factor 2
ENSG00000259463,NA,,antisense,
ENSG00000259823,646627,LYPD8,protein_coding,LY6/PLAUR domain containing 8
ENSG00000260974,NA,,antisense,
ENSG00000274374,NA,,processed_pseudogene,
ENSG00000232598,NA,,lincRNA,
ENSG00000279519,NA,,TEC,
ENSG00000231604,NA,,lincRNA,
ENSG00000213296,NA,,processed_pseudogene,
ENSG00000230176,728228,LINC01433,antisense,long intergenic non-protein coding RNA 1433
ENSG00000235811,NA,,processed_pseudogene,
ENSG00000231483,NA,,lincRNA,
ENSG00000172935,116535,MRGPRF,protein_coding,MAS related GPR family member F
ENSG00000279288,NA,,TEC,
ENSG00000249100,NA,,lincRNA,
ENSG00000278292,NA,RFPL4AP6,unprocessed_pseudogene,
ENSG00000255493,NA,,unprocessed_pseudogene,
ENSG00000253468,NA,,processed_pseudogene,
ENSG00000101577,9663,LPIN2,protein_coding,lipin 2
ENSG00000254886,NA,OR4A10P,unprocessed_pseudogene,
ENSG00000237620,NA,GCNT1P5,processed_pseudogene,
ENSG00000143373,57592,ZNF687,protein_coding,zinc finger protein 687
ENSG00000236492,NA,DDR1-AS1,processed_transcript,
ENSG00000230299,NA,,processed_pseudogene,
ENSG00000232099,346171,ZFP57,protein_coding,ZFP57 zinc finger protein
ENSG00000233288,101928401,,lincRNA,uncharacterized LOC101928401
ENSG00000171396,84616,KRTAP4-4,protein_coding,keratin associated protein 4-4
ENSG00000228280,NA,,sense_intronic,
ENSG00000255151,NA,GLYATL1P3,protein_coding,
ENSG00000236842,NA,,antisense,
ENSG00000259119,NA,,lincRNA,
ENSG00000188831,NA,DPPA3P2,transcribed_unprocessed_pseudogene,
ENSG00000272629,NA,LINC01623,processed_transcript,
ENSG00000188542,285193,DUSP28,protein_coding,dual specificity phosphatase 28
ENSG00000205822,NA,TPTE2P6,transcribed_unprocessed_pseudogene,
ENSG00000278346,NA,,processed_pseudogene,
ENSG00000119523,85365,ALG2,protein_coding,ALG2, alpha-1,3/1,6-mannosyltransferase
ENSG00000234648,NA,,processed_pseudogene,
ENSG00000113083,4015,LOX,protein_coding,lysyl oxidase
ENSG00000253637,NA,IGLVV-58,IG_V_pseudogene,
ENSG00000144021,9391,CIAO1,protein_coding,cytosolic iron-sulfur assembly component 1
ENSG00000274508,NA,,lincRNA,
ENSG00000234915,NA,,antisense,
ENSG00000233945,NA,,lincRNA,
ENSG00000184844,NA,CYCSP45,processed_pseudogene,
ENSG00000254974,NA,,processed_pseudogene,
ENSG00000231046,NA,,antisense,
ENSG00000138495,10063,COX17,protein_coding,COX17 cytochrome c oxidase copper chaperone
ENSG00000187003,10881,ACTL7A,protein_coding,actin like 7A
ENSG00000244193,NA,,transcribed_processed_pseudogene,
ENSG00000109066,54868,TMEM104,protein_coding,transmembrane protein 104
ENSG00000253426,NA,,lincRNA,
ENSG00000283601,NA,,unprocessed_pseudogene,
ENSG00000268836,NA,,lincRNA,
ENSG00000255329,NA,H2AFZP4,processed_pseudogene,
ENSG00000155959,7411,VBP1,protein_coding,VHL binding protein 1
ENSG00000148154,7357,UGCG,protein_coding,UDP-glucose ceramide glucosyltransferase
ENSG00000144306,79634,SCRN3,protein_coding,secernin 3
ENSG00000282094,NA,IGHGP,IG_C_pseudogene,
ENSG00000258397,NA,BCAR1P1,processed_pseudogene,
ENSG00000229402,NA,,antisense,
ENSG00000280665,NA,,TEC,
ENSG00000239517,NA,,processed_pseudogene,
ENSG00000258780,NA,BMS1P15,unprocessed_pseudogene,
ENSG00000237457,NA,LINC01351,lincRNA,
ENSG00000196390,NA,,processed_pseudogene,
ENSG00000255384,NA,,lincRNA,
ENSG00000230023,284632,,lincRNA,uncharacterized LOC284632
ENSG00000198171,65992,DDRGK1,protein_coding,DDRGK domain containing 1
ENSG00000282360,NA,ELK2AP,processed_pseudogene,
ENSG00000279846,NA,,TEC,
ENSG00000226341,NA,,processed_pseudogene,
ENSG00000251113,NA,,processed_pseudogene,
ENSG00000198862,26046,LTN1,protein_coding,listerin E3 ubiquitin protein ligase 1
ENSG00000160305,23181,DIP2A,protein_coding,disco interacting protein 2 homolog A
ENSG00000267490,NA,,unprocessed_pseudogene,
ENSG00000273249,NA,,antisense,
ENSG00000233338,NA,TLR8-AS1,antisense,
ENSG00000275368,6991,TCTE3,protein_coding,t-complex-associated-testis-expressed 3
ENSG00000248482,NA,,lincRNA,
ENSG00000005810,23077,MYCBP2,protein_coding,MYC binding protein 2, E3 ubiquitin protein ligase
ENSG00000281561,NA,,unprocessed_pseudogene,
ENSG00000258539,NA,,protein_coding,
ENSG00000183148,441430,ANKRD20A2,protein_coding,ankyrin repeat domain 20 family member A2
ENSG00000240568,NA,,processed_pseudogene,
ENSG00000241505,NA,,lincRNA,
ENSG00000255231,NA,MRPS36P4,processed_pseudogene,
ENSG00000236110,NA,OR2AM1P,unprocessed_pseudogene,
ENSG00000277802,NA,,unprocessed_pseudogene,
ENSG00000220347,NA,,processed_pseudogene,
ENSG00000262484,643669,CCER2,protein_coding,coiled-coil glutamate rich protein 2
ENSG00000230383,NA,,processed_pseudogene,
ENSG00000238165,NA,,processed_pseudogene,
ENSG00000171723,10243,GPHN,protein_coding,gephyrin
ENSG00000242295,NA,,processed_pseudogene,
ENSG00000280677,100128890,FAM66B,lincRNA,family with sequence similarity 66 member B
ENSG00000196363,11091,WDR5,protein_coding,WD repeat domain 5
ENSG00000278780,80264,ZNF430,protein_coding,zinc finger protein 430
ENSG00000139684,2098,ESD,protein_coding,esterase D
ENSG00000176204,80059,LRRTM4,protein_coding,leucine rich repeat transmembrane neuronal 4
ENSG00000135750,3775,KCNK1,protein_coding,potassium two pore domain channel subfamily K member 1
ENSG00000244646,NA,XKRY2,transcribed_unprocessed_pseudogene,
ENSG00000258439,NA,,processed_pseudogene,
ENSG00000236750,NA,,processed_pseudogene,
ENSG00000258541,NA,OR4K4P,unprocessed_pseudogene,
ENSG00000198732,64093,SMOC1,protein_coding,SPARC related modular calcium binding 1
ENSG00000250556,NA,CCDC34P1,processed_pseudogene,
ENSG00000232393,NA,RPL5P6,processed_pseudogene,
ENSG00000229332,NA,PGBD4P8,processed_pseudogene,
ENSG00000006071,6833,ABCC8,protein_coding,ATP binding cassette subfamily C member 8
ENSG00000145907,10146,G3BP1,protein_coding,G3BP stress granule assembly factor 1
ENSG00000101082,84174,SLA2,protein_coding,Src-like-adaptor 2
ENSG00000238242,NA,,lincRNA,
ENSG00000136856,29988,SLC2A8,protein_coding,solute carrier family 2 member 8
ENSG00000227248,NA,FAM155A-IT1,sense_intronic,
ENSG00000185585,169611,OLFML2A,protein_coding,olfactomedin like 2A
ENSG00000023892,50619,DEF6,protein_coding,DEF6, guanine nucleotide exchange factor
ENSG00000226161,NA,EIF4A1P5,processed_pseudogene,
ENSG00000124827,9247,GCM2,protein_coding,glial cells missing homolog 2
ENSG00000226412,NA,,lincRNA,
ENSG00000258379,NA,,lincRNA,
ENSG00000224336,NA,FAM197Y1P,unprocessed_pseudogene,
ENSG00000216560,NA,LINC00955,processed_transcript,
ENSG00000256950,NA,,protein_coding,
ENSG00000168062,116071,BATF2,protein_coding,basic leucine zipper ATF-like transcription factor 2
ENSG00000237745,NA,,processed_pseudogene,
ENSG00000259008,NA,,lincRNA,
ENSG00000185290,389493,NUPR2,protein_coding,nuclear protein 2, transcriptional regulator
ENSG00000258591,NA,,processed_pseudogene,
ENSG00000148187,92399,MRRF,protein_coding,mitochondrial ribosome recycling factor
ENSG00000229839,NA,,antisense,
ENSG00000261081,NA,,unprocessed_pseudogene,
ENSG00000164414,10559,SLC35A1,protein_coding,solute carrier family 35 member A1
ENSG00000258441,283624,LINC00641,processed_transcript,long intergenic non-protein coding RNA 641
ENSG00000206026,284274,SMIM21,protein_coding,small integral membrane protein 21
ENSG00000068985,8712,PAGE1,protein_coding,PAGE family member 1
ENSG00000259658,NA,,transcribed_unprocessed_pseudogene,
ENSG00000203565,NA,,lincRNA,
ENSG00000173918,114897,C1QTNF1,protein_coding,C1q and tumor necrosis factor related protein 1
ENSG00000152661,2697,GJA1,protein_coding,gap junction protein alpha 1
ENSG00000235325,NA,,processed_pseudogene,
ENSG00000157782,9478,CABP1,protein_coding,calcium binding protein 1
ENSG00000240652,NA,,processed_pseudogene,
ENSG00000269495,NA,,antisense,
ENSG00000276469,440435,GPR179,protein_coding,G protein-coupled receptor 179
ENSG00000229877,NA,PAICSP5,processed_pseudogene,
ENSG00000281922,NA,,processed_pseudogene,
ENSG00000146147,90523,MLIP,protein_coding,muscular LMNA-interacting protein
ENSG00000271347,NA,,sense_intronic,
ENSG00000222741,NA,RNA5SP229,rRNA,
ENSG00000280263,440888,,processed_pseudogene,ACTR3B pseudogene 2
ENSG00000166897,114794,ELFN2,protein_coding,extracellular leucine-rich repeat and fibronectin type III domain containing 2
ENSG00000117643,57134,MAN1C1,protein_coding,mannosidase alpha class 1C member 1
ENSG00000244107,NA,RN7SL250P,misc_RNA,
ENSG00000215094,NA,,processed_pseudogene,
ENSG00000282812,NA,TRBV28,TR_V_gene,
ENSG00000270859,NA,,processed_pseudogene,
ENSG00000006016,9244,CRLF1,protein_coding,cytokine receptor like factor 1
ENSG00000130312,64981,MRPL34,protein_coding,mitochondrial ribosomal protein L34
ENSG00000141858,NA,SAMD1,protein_coding,
ENSG00000275551,126014,OSCAR,protein_coding,osteoclast associated, immunoglobulin-like receptor
ENSG00000183549,54988,ACSM5,protein_coding,acyl-CoA synthetase medium-chain family member 5
ENSG00000229873,101409261,OGFR-AS1,antisense,OGFR antisense RNA 1
ENSG00000139531,6821,SUOX,protein_coding,sulfite oxidase
ENSG00000250951,NA,USP9YP1,unprocessed_pseudogene,
ENSG00000261069,NA,,lincRNA,
ENSG00000269984,NA,,antisense,
ENSG00000169435,166824,RASSF6,protein_coding,Ras association domain family member 6
ENSG00000144834,29114,TAGLN3,protein_coding,transgelin 3
ENSG00000227761,7917,BAG6,protein_coding,BCL2 associated athanogene 6
ENSG00000203363,NA,,processed_pseudogene,
ENSG00000281392,100846978,LINC00506,lincRNA,long intergenic non-protein coding RNA 506
ENSG00000241776,NA,,processed_pseudogene,
ENSG00000241929,NA,,processed_pseudogene,
ENSG00000167325,6240,RRM1,protein_coding,ribonucleotide reductase catalytic subunit M1
ENSG00000258655,NA,ARHGAP5-AS1,antisense,
ENSG00000198792,25829,TMEM184B,protein_coding,transmembrane protein 184B
ENSG00000184831,79135,APOO,protein_coding,apolipoprotein O
ENSG00000237515,729993,SHISA9,protein_coding,shisa family member 9
ENSG00000187870,NA,RNFT1P3,unprocessed_pseudogene,
ENSG00000242641,440970,LINC00971,lincRNA,long intergenic non-protein coding RNA 971
ENSG00000125971,83658,DYNLRB1,protein_coding,dynein light chain roadblock-type 1
ENSG00000228681,NA,,processed_pseudogene,
ENSG00000253683,NA,,processed_pseudogene,
ENSG00000278414,553128,KIR2DL5B,protein_coding,killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 5B
ENSG00000239991,NA,,lincRNA,
ENSG00000235168,NA,,lincRNA,
ENSG00000261000,NA,,lincRNA,
ENSG00000231804,NA,,processed_pseudogene,
ENSG00000278720,NA,,processed_pseudogene,
ENSG00000227741,729867,,antisense,uncharacterized LOC729867
ENSG00000198237,NA,,unprocessed_pseudogene,
ENSG00000237837,NA,,lincRNA,
ENSG00000232133,NA,IMPDH1P10,processed_pseudogene,
ENSG00000282502,NA,,processed_pseudogene,
ENSG00000282038,NA,,processed_pseudogene,
ENSG00000115523,10578,GNLY,protein_coding,granulysin
ENSG00000234382,NA,,unprocessed_pseudogene,
ENSG00000152454,10172,ZNF256,protein_coding,zinc finger protein 256
ENSG00000186007,93273,LEMD1,protein_coding,LEM domain containing 1
ENSG00000265370,100616322,MIR4682,miRNA,microRNA 4682
ENSG00000280554,NA,,snoRNA,
ENSG00000128626,6183,MRPS12,protein_coding,mitochondrial ribosomal protein S12
ENSG00000252284,NA,,snoRNA,
ENSG00000282245,401442,,lincRNA,uncharacterized LOC401442
ENSG00000266287,100500886,MIR3683,miRNA,microRNA 3683
ENSG00000275933,NA,,misc_RNA,
ENSG00000199483,NA,RNU4-15P,snRNA,
ENSG00000164128,4886,NPY1R,protein_coding,neuropeptide Y receptor Y1
ENSG00000074696,51495,HACD3,protein_coding,3-hydroxyacyl-CoA dehydratase 3
ENSG00000252027,NA,RNU6ATAC14P,snRNA,
ENSG00000282103,NA,ERICH1-AS1,antisense,
ENSG00000259408,101929988,,antisense,uncharacterized LOC101929988
ENSG00000201942,NA,RNA5SP363,rRNA,
ENSG00000003987,9108,MTMR7,protein_coding,myotubularin related protein 7
ENSG00000166589,1014,CDH16,protein_coding,cadherin 16
ENSG00000265932,100422967,MIR3146,miRNA,microRNA 3146
ENSG00000197632,5055,SERPINB2,protein_coding,serpin family B member 2
ENSG00000212532,NA,,snoRNA,
ENSG00000243819,NA,RN7SL832P,lincRNA,
ENSG00000212224,NA,,snoRNA,
ENSG00000204113,NA,BMP2KL,processed_pseudogene,
ENSG00000221043,NA,,snoRNA,
ENSG00000240347,NA,RN7SL35P,misc_RNA,
ENSG00000233438,NA,,protein_coding,
ENSG00000200855,NA,,misc_RNA,
ENSG00000213935,NA,,processed_pseudogene,
ENSG00000253276,168455,CCDC71L,protein_coding,coiled-coil domain containing 71-like
ENSG00000276014,NA,RN7SL301P,misc_RNA,
ENSG00000278104,NA,,misc_RNA,
ENSG00000243959,NA,RN7SL684P,misc_RNA,
ENSG00000271798,677831,SNORA51,snoRNA,small nucleolar RNA, H/ACA box 51
ENSG00000203397,NA,,processed_pseudogene,
ENSG00000226674,401014,TEX41,lincRNA,testis expressed 41 (non-protein coding)
ENSG00000277127,NA,,misc_RNA,
ENSG00000273814,100506658,OCLN,protein_coding,occludin
ENSG00000276702,NA,,antisense,
ENSG00000212348,NA,RNU6-1300P,snRNA,
ENSG00000280498,692073,SNORA16A,snoRNA,small nucleolar RNA, H/ACA box 16A
ENSG00000253171,NA,,antisense,
ENSG00000201533,NA,RN7SKP237,misc_RNA,
ENSG00000104835,54938,SARS2,protein_coding,seryl-tRNA synthetase 2, mitochondrial
ENSG00000223927,NA,RPL3P2,processed_pseudogene,
ENSG00000277967,NA,,misc_RNA,
ENSG00000161638,3678,ITGA5,protein_coding,integrin subunit alpha 5
ENSG00000252953,NA,RNU6-232P,snRNA,
ENSG00000243067,5698,PSMB9,protein_coding,proteasome subunit beta 9
ENSG00000226986,NA,,processed_pseudogene,
ENSG00000263912,NA,,misc_RNA,
ENSG00000207234,NA,RNU6-125P,snRNA,
ENSG00000282665,157697,ERICH1,protein_coding,glutamate rich 1
ENSG00000202374,NA,,snoRNA,
ENSG00000250328,153163,,antisense,uncharacterized LOC153163
ENSG00000231655,NA,,processed_pseudogene,
ENSG00000200309,NA,,misc_RNA,
ENSG00000252645,NA,RNU7-111P,snRNA,
ENSG00000212187,NA,,snoRNA,
ENSG00000138777,27068,PPA2,protein_coding,pyrophosphatase (inorganic) 2
ENSG00000251200,NA,,antisense,
ENSG00000212170,NA,RNU1-77P,snRNA,
ENSG00000267518,NA,,processed_pseudogene,
ENSG00000011105,10867,TSPAN9,protein_coding,tetraspanin 9
ENSG00000238731,NA,RNU7-90P,snRNA,
ENSG00000251887,NA,RNU6-760P,snRNA,
ENSG00000112339,10767,HBS1L,protein_coding,HBS1 like translational GTPase
ENSG00000207631,693226,MIR641,miRNA,microRNA 641
ENSG00000275888,NA,,antisense,
ENSG00000240481,NA,RN7SL38P,misc_RNA,
ENSG00000262469,NA,,misc_RNA,
ENSG00000116721,65121,PRAMEF1,protein_coding,PRAME family member 1
ENSG00000116721,65121,PRAMEF1,protein_coding,PRAME family member 13
ENSG00000116721,400736,PRAMEF1,protein_coding,PRAME family member 1
ENSG00000116721,400736,PRAMEF1,protein_coding,PRAME family member 13
ENSG00000120334,91687,CENPL,protein_coding,centromere protein L
ENSG00000236345,NA,,antisense,
ENSG00000207838,574492,MIR517C,miRNA,microRNA 517c
ENSG00000234145,NA,NAP1L4P3,processed_pseudogene,
ENSG00000252266,NA,,misc_RNA,
ENSG00000223003,NA,RNA5SP184,rRNA,
ENSG00000218813,NA,,processed_pseudogene,
ENSG00000249791,NA,,antisense,
ENSG00000238908,NA,RNA5SP484,rRNA,
ENSG00000207302,NA,,misc_RNA,
ENSG00000263631,100616201,MIR378D1,miRNA,microRNA 378d-1
ENSG00000153404,153478,PLEKHG4B,protein_coding,pleckstrin homology and RhoGEF domain containing G4B
ENSG00000202601,693167,MIR582,miRNA,microRNA 582
ENSG00000259155,NA,,processed_pseudogene,
ENSG00000274118,NA,,misc_RNA,
ENSG00000202193,NA,RNA5SP427,rRNA,
ENSG00000212175,NA,,snoRNA,
ENSG00000236003,NA,,antisense,
ENSG00000071203,54860,MS4A12,protein_coding,membrane spanning 4-domains A12
ENSG00000252826,NA,RNU1-92P,snRNA,
ENSG00000266150,100616409,MIR4711,miRNA,microRNA 4711
ENSG00000201992,100033809,SNORD115-35,snoRNA,small nucleolar RNA, C/D box 115-35
ENSG00000212264,NA,,snoRNA,
ENSG00000260010,NA,ZNF720P1,processed_pseudogene,
ENSG00000207310,NA,RNU6-1127P,snRNA,
ENSG00000251975,NA,RNU6-718P,snRNA,
ENSG00000127152,64919,BCL11B,protein_coding,B-cell CLL/lymphoma 11B
ENSG00000212366,NA,RNU6-1246P,snRNA,
ENSG00000261683,100505583,LINC00838,lincRNA,long intergenic non-protein coding RNA 838
ENSG00000271819,NA,RNU6-94P,snRNA,
ENSG00000206785,NA,,snoRNA,
ENSG00000222281,NA,RN7SKP111,misc_RNA,
ENSG00000273265,NA,,lincRNA,
ENSG00000261049,NA,,antisense,
ENSG00000201500,NA,,snoRNA,
ENSG00000111981,80329,ULBP1,protein_coding,UL16 binding protein 1
ENSG00000201216,NA,,misc_RNA,
ENSG00000261630,NA,,antisense,
ENSG00000239825,NA,RN7SL549P,misc_RNA,
ENSG00000281333,NA,,antisense,
ENSG00000252459,NA,,snoRNA,
ENSG00000274747,NA,RN7SL627P,misc_RNA,
ENSG00000201884,NA,,misc_RNA,
ENSG00000231484,NA,,unprocessed_pseudogene,
ENSG00000202119,NA,RNU6-302P,snRNA,
ENSG00000277452,NA,RN7SL473P,misc_RNA,
ENSG00000220785,NA,MTMR9LP,transcribed_unprocessed_pseudogene,
ENSG00000234869,NA,,antisense,
ENSG00000252607,NA,,misc_RNA,
ENSG00000207282,NA,,misc_RNA,
ENSG00000239014,338427,SNORD108,snoRNA,small nucleolar RNA, C/D box 108
ENSG00000277391,102465530,MIR6881,miRNA,microRNA 6881
ENSG00000221241,692202,SNORD88A,snoRNA,small nucleolar RNA, C/D box 88A
ENSG00000237479,105373876,,antisense,uncharacterized LOC105373876
ENSG00000106617,51422,PRKAG2,protein_coding,protein kinase AMP-activated non-catalytic subunit gamma 2
ENSG00000200648,NA,RNU6-226P,snRNA,
ENSG00000274189,3805,KIR2DL4,protein_coding,killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 4
ENSG00000206644,NA,RNU6-1279P,snRNA,
ENSG00000108515,2027,ENO3,protein_coding,enolase 3
ENSG00000283598,100847009,MIR1295B,miRNA,microRNA 1295b
ENSG00000184271,5463,POU6F1,protein_coding,POU class 6 homeobox 1
ENSG00000281133,NA,,pseudogene,
ENSG00000157212,22976,PAXIP1,protein_coding,PAX interacting protein 1
ENSG00000248112,105379051,,lincRNA,uncharacterized LOC105379051
ENSG00000266151,100500813,MIR3646,miRNA,microRNA 3646
ENSG00000011426,54443,ANLN,protein_coding,anillin actin binding protein
ENSG00000281126,NA,,protein_coding,
ENSG00000266594,100616283,MIR4766,miRNA,microRNA 4766
ENSG00000200320,NA,SNORA63,snoRNA,
ENSG00000265691,100616325,MIR4460,miRNA,microRNA 4460
ENSG00000249383,101927274,,lincRNA,uncharacterized LOC101927274
ENSG00000275146,NA,,snoRNA,
ENSG00000230552,NA,,lincRNA,
ENSG00000122966,11113,CIT,protein_coding,citron rho-interacting serine/threonine kinase
ENSG00000122966,11113,CIT,protein_coding,microRNA 1178
ENSG00000122966,100302274,CIT,protein_coding,citron rho-interacting serine/threonine kinase
ENSG00000122966,100302274,CIT,protein_coding,microRNA 1178
ENSG00000201913,NA,,misc_RNA,
ENSG00000271356,NA,,processed_pseudogene,
ENSG00000172216,1051,CEBPB,protein_coding,CCAAT/enhancer binding protein beta
ENSG00000249658,NA,,lincRNA,
ENSG00000271841,NA,RNU7-10P,snRNA,
ENSG00000266827,100616460,MIR3689E,miRNA,microRNA 3689e
ENSG00000201542,NA,,snoRNA,
ENSG00000232862,NA,,transcribed_processed_pseudogene,
ENSG00000267452,NA,,lincRNA,
